# de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value  # webanno.custom.Tex | LayoutElement # webanno.custom.LetterEntity | entity_id | value
#id=1
#text=( 267 H Helbig an Henzen Neapel, 27. Juni 1864 g. 28/6 64 r. Neapel 27. Juni 1864 Geehrtester Herr Professor !
1-1	(	$(	(	_	O	O	
2-3	für	APPR	für	_	O	O	
2-4	die	ART	die	_	O	O	
2-5	Estratti	NN	<unknown>	_	O	O	
2-6	meines	PPOSAT	mein	_	O	O	
2-7	und	KON	und	_	O	O	
2-8	Ihres	PPOSAT	ihr	_	O	O	
2-9	Aufsatzes	NN	Aufsatz	_	O	O	
2-10	,	$,	,	_	O	O	
2-11	welche	PRELS	welche	_	O	O	
2-12	ich	PPER	ich	_	O	O	
2-13	im	APPRART	in	_	O	O	
2-14	Institutsinteresse	NN	<unknown>	_	O	O	
2-15	verwenden	VVINF	verwenden	_	O	O	
2-16	werde	VAFIN	werden	_	O	O	
2-17	.	$.	.	_	O	O	

#id=3
#text=Über die Migliarinische Miscelle muß ich mich jedes Urtheils enthalten, da ich die Florentiner Statue, o welcher er den ersten Platz unter den ~phoren vindiciren will, nicht kenne.
3-1	Über	APPR	über	_	O	O	
3-2	die	ART	die	_	O	O	
3-3	Migliarinische	NN	<unknown>	_	O	O	
3-4	Miscelle	NN	<unknown>	_	O	O	
3-5	muß	VMFIN	müssen	_	O	O	
3-6	ich	PPER	ich	_	O	O	
3-7	mich	PRF	ich	_	O	O	
3-8	jedes	PIAT	jede	_	O	O	
3-9	Urtheils	NN	<unknown>	_	O	O	
3-10	enthalten	VVPP	enthalten	_	O	O	
3-11	,	$,	,	_	O	O	
3-12	da	KOUS	da	_	O	O	
3-13	ich	PPER	ich	_	O	O	
3-14	die	ART	die	_	O	O	
3-15	Florentiner	NN	Florentiner	_	B-webanno.custom.LetterEntity_	B-OBJ	
3-16	Statue	NN	Statue	_	I-webanno.custom.LetterEntity_	I-OBJ	
3-17	,	$,	,	_	O	O	
3-18	o	VVFIN	<unknown>	_	O	O	
3-19	welcher	PIS	welche	_	O	O	
3-20	er	PPER	er	_	O	O	
3-21	den	ART	die	_	O	O	
3-22	ersten	ADJA	erst	_	O	O	
3-23	Platz	NN	Platz	_	O	O	
3-24	unter	APPR	unter	_	O	O	
3-25	den	ART	die	_	O	O	
3-26	~phoren	ADJA	<unknown>	_	O	O	
3-27	vindiciren	NN	<unknown>	_	O	O	
3-28	will	VMFIN	wollen	_	O	O	
3-29	,	$,	,	_	O	O	
3-30	nicht	PTKNEG	nicht	_	O	O	
3-31	kenne	VVFIN	kennen	_	O	O	
3-32	.	$.	.	_	O	O	

#id=4
#text=Einige Böcke habe ich darin gestrichen und muß Ihnen selbst das Weitere überlassen.
4-1	Einige	PIAT	einige	_	O	O	
4-2	Böcke	NN	Bock	_	O	O	
4-3	habe	VAFIN	haben	_	O	O	
4-4	ich	PPER	ich	_	O	O	
4-5	darin	PAV	darin	_	O	O	
4-6	gestrichen	VVPP	streichen	_	O	O	
4-7	und	KON	und	_	O	O	
4-8	muß	VMFIN	müssen	_	O	O	
4-9	Ihnen	PPER	Sie	_	O	O	
4-10	selbst	ADV	selbst	_	O	O	
4-11	das	ART	die	_	O	O	
4-12	Weitere	NN	Weiter	_	O	O	
4-13	überlassen	VVPP	überlassen	_	O	O	
4-14	.	$.	.	_	O	O	

#id=5
#text=Ich bitte Sie, gelegentlich als Revanche meinerseits an Migliarini einen Estratto der Bassorilievi chiusini abgepompeianischen hen zu lassen.
5-1	Ich	PPER	ich	_	O	O	
5-2	bitte	VVFIN	bitten	_	O	O	
5-3	Sie	PPER	Sie	_	O	O	
5-4	,	$,	,	_	O	O	
5-5	gelegentlich	ADJD	gelegentlich	_	O	O	
5-6	als	KOKOM	als	_	O	O	
5-7	Revanche	NN	Revanche	_	O	O	
5-8	meinerseits	ADV	meinerseits	_	O	O	
5-9	an	APPR	an	_	O	O	
5-10	Migliarini	NE	<unknown>	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
5-11	einen	ART	eine	_	O	O	
5-12	Estratto	NN	<unknown>	_	O	O	
5-13	der	ART	die	_	O	O	
5-14	Bassorilievi	NE	<unknown>	_	O	O	
5-15	chiusini	NE	<unknown>	_	O	O	
5-16	abgepompeianischen	ADJA	<unknown>	_	O	O	
5-17	hen	NN	<unknown>	_	O	O	
5-18	zu	PTKZU	zu	_	O	O	
5-19	lassen	VVINF	lassen	_	O	O	
5-20	.	$.	.	_	O	O	

#id=6
#text=Den Kekuleschen Brief mit meineDVScavinotizen werden Sie, wie ich fürchte, nicht erhalten haben, da er zu wenig Bolli darauf geklebt hat.
6-1	Den	ART	die	_	O	O	
6-2	Kekuleschen	NN	<unknown>	_	O	O	
6-3	Brief	NN	Brief	_	O	O	
6-4	mit	APPR	mit	_	O	O	
6-5	meineDVScavinotizen	NN	<unknown>	_	O	O	
6-6	werden	VAFIN	werden	_	O	O	
6-7	Sie	PPER	Sie	_	O	O	
6-8	,	$,	,	_	O	O	
6-9	wie	KOUS	wie	_	O	O	
6-10	ich	PPER	ich	_	O	O	
6-11	fürchte	VVFIN	fürchten	_	O	O	
6-12	,	$,	,	_	O	O	
6-13	nicht	PTKNEG	nicht	_	O	O	
6-14	erhalten	VVPP	erhalten	_	O	O	
6-15	haben	VAFIN	haben	_	O	O	
6-16	,	$,	,	_	O	O	
6-17	da	KOUS	da	_	O	O	
6-18	er	PPER	er	_	O	O	
6-19	zu	APPR	zu	_	O	O	
6-20	wenig	PIAT	wenige	_	O	O	
6-21	Bolli	NN	<unknown>	_	O	O	
6-22	darauf	PAV	darauf	_	O	O	
6-23	geklebt	VVPP	kleben	_	O	O	
6-24	hat	VAFIN	haben	_	O	O	
6-25	.	$.	.	_	O	O	

#id=7
#text=Ich bitte gelegentlich um Bescheid darüber, da somit eine neue Auflage der Notizen nöthig werden würde.
7-1	Ich	PPER	ich	_	O	O	
7-2	bitte	VVFIN	bitten	_	O	O	
7-3	gelegentlich	ADJD	gelegentlich	_	O	O	
7-4	um	APPR	um	_	O	O	
7-5	Bescheid	NN	Bescheid	_	O	O	
7-6	darüber	PAV	darüber	_	O	O	
7-7	,	$,	,	_	O	O	
7-8	da	KOUS	da	_	O	O	
7-9	somit	ADV	somit	_	O	O	
7-10	eine	ART	eine	_	O	O	
7-11	neue	ADJA	neu	_	O	O	
7-12	Auflage	NN	Auflage	_	O	O	
7-13	der	ART	die	_	O	O	
7-14	Notizen	NN	Notiz	_	O	O	
7-15	nöthig	ADJD	<unknown>	_	O	O	
7-16	werden	VAINF	werden	_	O	O	
7-17	würde	VAFIN	werden	_	O	O	
7-18	.	$.	.	_	O	O	

#id=8
#text=Ebenso muß ich Sie bitten, mir noch einmal zu schreiben, wer der Mann in Ruvo ist, an dessen Zahlungsfähigkeit Sie zweifeln.
8-1	Ebenso	ADV	ebenso	_	O	O	
8-2	muß	VMFIN	müssen	_	O	O	
8-3	ich	PPER	ich	_	O	O	
8-4	Sie	PPER	Sie	_	O	O	
8-5	bitten	VVINF	bitten	_	O	O	
8-6	,	$,	,	_	O	O	
8-7	mir	PRF	ich	_	O	O	
8-8	noch	ADV	noch	_	O	O	
8-9	einmal	ADV	einmal	_	O	O	
8-10	zu	PTKZU	zu	_	O	O	
8-11	schreiben	VVINF	schreiben	_	O	O	
8-12	,	$,	,	_	O	O	
8-13	wer	PWS	wer	_	O	O	
8-14	der	ART	die	_	O	O	
8-15	Mann	NN	Mann	_	O	O	
8-16	in	APPR	in	_	O	O	
8-17	Ruvo	NE	<unknown>	_	B-webanno.custom.LetterEntity_	B-PLACEmentioned	
8-18	ist	VAFIN	sein	_	O	O	
8-19	,	$,	,	_	O	O	
8-20	an	APPR	an	_	O	O	
8-21	dessen	PRELAT	die	_	O	O	
8-22	Zahlungsfähigkeit	NN	Zahlungsfähigkeit	_	O	O	
8-23	Sie	PPER	Sie	_	O	O	
8-24	zweifeln	VVFIN	zweifeln	_	O	O	
8-25	.	$.	.	_	O	O	

#id=9
#text=Sie hatten gerade das Siegel auf den Namen gedrückt und so ist dieser verloren gegangen.
9-1	Sie	PPER	Sie	_	O	O	
9-2	hatten	VAFIN	haben	_	O	O	
9-3	gerade	ADV	gerade	_	O	O	
9-4	das	ART	die	_	O	O	
9-5	Siegel	NN	Siegel	_	O	O	
9-6	auf	APPR	auf	_	O	O	
9-7	den	ART	die	_	O	O	
9-8	Namen	NN	Name	_	O	O	
9-9	gedrückt	VVPP	drücken	_	O	O	
9-10	und	KON	und	_	O	O	
9-11	so	ADV	so	_	O	O	
9-12	ist	VAFIN	sein	_	O	O	
9-13	dieser	PDAT	dies	_	O	O	
9-14	verloren	ADJD	verloren	_	O	O	
9-15	gegangen	VVPP	gehen	_	O	O	
9-16	.	$.	.	_	O	O	

#id=10
#text=Von Gerhard ist ein sehr tröstlicher Brief eingetroffen, voll von Hoffnung für die athenische Stelle.
10-1	Von	APPR	von	_	O	O	
10-2	Gerhard	NE	Gerhard	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
10-3	ist	VAFIN	sein	_	O	O	
10-4	ein	ART	eine	_	O	O	
10-5	sehr	ADV	sehr	_	O	O	
10-6	tröstlicher	ADJA	tröstlich	_	O	O	
10-7	Brief	NN	Brief	_	O	O	
10-8	eingetroffen	VVPP	eintreffen	_	O	O	
10-9	,	$,	,	_	O	O	
10-10	voll	ADJD	voll	_	O	O	
10-11	von	APPR	von	_	O	O	
10-12	Hoffnung	NN	Hoffnung	_	O	O	
10-13	für	APPR	für	_	O	O	
10-14	die	ART	die	_	O	O	
10-15	athenische	ADJA	athenisch	_	O	O	
10-16	Stelle	NN	Stelle	_	O	O	
10-17	.	$.	.	_	O	O	

#id=11
#text=Hoffentlich täuscht er sich nicht.
11-1	Hoffentlich	ADV	hoffentlich	_	O	O	
11-2	täuscht	VVFIN	täuschen	_	O	O	
11-3	er	PPER	er	_	O	O	
11-4	sich	PRF	sich	_	O	O	
11-5	nicht	PTKNEG	nicht	_	O	O	
11-6	.	$.	.	_	O	O	

#id=12
#text=Mit
12-1	Mit	APPR	mit	_	O	O	

