# de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value  # webanno.custom.Tex | LayoutElement # webanno.custom.LetterEntity | entity_id | value
#id=1
#text=Gerhard an Renzen 17/III/1847 2 den die ihn so sehr obligirt haben.
1-1	Gerhard	NE	Gerhard	_	B-webanno.custom.LetterEntity_	B-PERauthor	
13-26	bindenden	ADJA	bindend	_	O	O	
13-27	)	$(	)	_	O	O	
13-28	Schlußhefts	NN	<unknown>	_	O	O	
13-29	der	ART	die	_	O	O	
13-30	Arch	NN	<unknown>	_	O	O	
13-31	.	$.	.	_	O	O	

#id=14
#text=Ztg 1&4-6 und einen Druck des Januar~t~k~ mitgeben, das Sie ansehen und dann an Minervini befördern mögen.
14-1	Ztg	NE	<unknown>	_	O	O	
14-2	1&4-6	NN	<unknown>	_	O	O	
14-3	und	KON	und	_	O	O	
14-4	einen	ART	eine	_	O	O	
14-5	Druck	NN	Druck	_	O	O	
14-6	des	ART	die	_	O	O	
14-7	Januar~t~k~	NN	<unknown>	_	O	O	
14-8	mitgeben	VVFIN	mitgeben	_	O	O	
14-9	,	$,	,	_	O	O	
14-10	das	PRELS	die	_	O	O	
14-11	Sie	PPER	Sie	_	O	O	
14-12	ansehen	VVINF	ansehen	_	O	O	
14-13	und	KON	und	_	O	O	
14-14	dann	ADV	dann	_	O	O	
14-15	an	APPR	an	_	O	O	
14-16	Minervini	NN	<unknown>	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
14-17	befördern	VVINF	befördern	_	O	O	
14-18	mögen	VMFIN	mögen	_	O	O	
14-19	.	$.	.	_	O	O	

#id=15
#text=Panofka wird über München und Florenz gehend zu Mitte April in Rom sein.
15-1	Panofka	NE	<unknown>	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
15-2	wird	VAFIN	werden	_	O	O	
15-3	über	APPR	über	_	O	O	
15-4	München	NE	München	_	B-webanno.custom.LetterEntity_	B-PLACEmentioned	
15-5	und	KON	und	_	O	O	
15-6	Florenz	NE	Florenz	_	B-webanno.custom.LetterEntity_	B-PLACEmentioned	
15-7	gehend	ADJD	gehend	_	O	O	
15-8	zu	APPR	zu	_	O	O	
15-9	Mitte	NN	Mitte	_	B-webanno.custom.LetterEntity_	B-DATEmentioned	
15-10	April	NN	April	_	I-webanno.custom.LetterEntity_	I-DATEmentioned	
15-11	in	APPR	in	_	O	O	
15-12	Rom	NE	Rom	_	B-webanno.custom.LetterEntity_	B-PLACEmentioned	
15-13	sein	VAINF	sein	_	O	O	
15-14	.	$.	.	_	O	O	

#id=16
#text=Was bleibt denn der Gelehrten Meinung über die Pindarische Backsteininschrift ?
16-1	Was	PWS	was	_	O	O	
16-2	bleibt	VVFIN	bleiben	_	O	O	
16-3	denn	ADV	denn	_	O	O	
16-4	der	ART	die	_	O	O	
16-5	Gelehrten	NN	Gelehrte	_	O	O	
16-6	Meinung	NN	Meinung	_	O	O	
16-7	über	APPR	über	_	O	O	
16-8	die	ART	die	_	O	O	
16-9	Pindarische	NN	<unknown>	_	B-webanno.custom.LetterEntity_	B-OBJ	
16-10	Backsteininschrift	NN	<unknown>	_	I-webanno.custom.LetterEntity_	I-OBJ	
16-11	?	$.	?	_	O	O	

#id=17
#text=es wird mir gar zu , I Steht ('V-' ( ,/."
17-1	es	PPER	es	_	O	O	
17-2	wird	VAFIN	werden	_	O	O	
17-3	mir	PPER	ich	_	O	O	
17-4	gar	ADV	gar	_	O	O	
17-5	zu	PTKVZ	zu	_	O	O	
17-6	,	$,	,	_	O	O	
17-7	I	NN	I	_	O	O	
17-8	Steht	VVFIN	stehen	_	O	O	
17-9	(	$(	(	_	O	O	
17-10	'	$(	'	_	O	O	
17-11	V-	TRUNC	V-	_	O	O	
17-12	'	$(	'	_	O	O	
17-13	(	$(	(	_	O	O	
17-14	,/	NN	<unknown>	_	O	O	
17-15	.	$.	.	_	O	O	
17-16	"	$(	"	_	O	O	

#id=18
#text=.
18-1	.	$.	.	_	O	O	

#id=19
#text='C i als Sotale.. schwer an deren Echtheit zu glauben.
19-1	'	$(	'	_	O	O	
19-2	C	NN	C	_	O	O	
19-3	i	NE	i	_	O	O	
19-4	als	KOKOM	als	_	O	O	
19-5	Sotale.	NN	<unknown>	_	O	O	
19-6	.	$.	.	_	O	O	
19-7	schwer	ADJD	schwer	_	O	O	
19-8	an	APPR	an	_	O	O	
19-9	deren	PDAT	die	_	O	O	
19-10	Echtheit	NN	Echtheit	_	O	O	
19-11	zu	PTKZU	zu	_	O	O	
19-12	glauben	VVINF	glauben	_	O	O	
19-13	.	$.	.	_	O	O	

#id=20
#text=.a,\M,.
20-1	.a,\M	NE	<unknown>	_	O	O	
20-2	,	$,	,	_	O	O	
20-3	.	$.	.	_	O	O	

#id=21
#text=Inschrift Li:m) Junobild der von Braun beschriebnen ~afela ?
21-1	Inschrift	NN	Inschrift	_	O	O	
21-2	Li:m	NE	<unknown>	_	O	O	
21-3	)	$(	)	_	O	O	
21-4	Junobild	NN	<unknown>	_	O	O	
21-5	der	ART	die	_	O	O	
21-6	von	APPR	von	_	O	O	
21-7	Braun	NE	Braun	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
21-8	beschriebnen	ADJA	<unknown>	_	O	O	
21-9	~afela	NN	<unknown>	_	O	O	
21-10	?	$.	?	_	O	O	

#id=22
#text=Auch um diese Notiz bitte ich ~ie, da ich hierüber an Braun nicht schreibe.
22-1	Auch	ADV	auch	_	O	O	
22-2	um	APPR	um	_	O	O	
22-3	diese	PDAT	dies	_	O	O	
22-4	Notiz	NN	Notiz	_	O	O	
22-5	bitte	VVFIN	bitten	_	O	O	
22-6	ich	PPER	ich	_	O	O	
22-7	~ie	ADJD	<unknown>	_	O	O	
22-8	,	$,	,	_	O	O	
22-9	da	KOUS	da	_	O	O	
22-10	ich	PPER	ich	_	O	O	
22-11	hierüber	PAV	hierüber	_	O	O	
22-12	an	APPR	an	_	O	O	
22-13	Braun	NE	Braun	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
22-14	nicht	PTKNEG	nicht	_	O	O	
22-15	schreibe	VVFIN	schreiben	_	O	O	
22-16	.	$.	.	_	O	O	

#id=23
#text=Vollard sehe ich wenig; er spricht noch nicht von ~~, ~.
23-1	Vollard	NE	<unknown>	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
23-2	sehe	VVFIN	sehen	_	O	O	
23-3	ich	PPER	ich	_	O	O	
23-4	wenig	PIS	wenige	_	O	O	
23-5	;	$.	;	_	O	O	
23-6	er	PPER	er	_	O	O	
23-7	spricht	VVFIN	sprechen	_	O	O	
23-8	noch	ADV	noch	_	O	O	
23-9	nicht	PTKNEG	nicht	_	O	O	
23-10	von	APPR	von	_	O	O	
23-11	~~	ADJA	<unknown>	_	O	O	
23-12	,	$,	,	_	O	O	
23-13	~	XY	~	_	O	O	
23-14	.	$.	.	_	O	O	

#id=24
#text=Meine Frau hat einen 1tusflug nach Pommerland zu Gadows gemacht, auf dem sie noch 8 Tage verweilt.
24-1	Meine	PPOSAT	mein	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
24-2	Frau	NN	Frau	_	I-webanno.custom.LetterEntity_	I-PERmentioned	
24-3	hat	VAFIN	haben	_	O	O	
24-4	einen	ART	eine	_	O	O	
24-5	1tusflug	NN	<unknown>	_	O	O	
24-6	nach	APPR	nach	_	O	O	
24-7	Pommerland	NN	Pommerland	_	B-webanno.custom.LetterEntity_	B-PLACEmentioned	
24-8	zu	APPR	zu	_	O	O	
24-9	Gadows	NN	<unknown>	_	O	O	
24-10	gemacht	VVPP	machen	_	O	O	
24-11	,	$,	,	_	O	O	
24-12	auf	APPR	auf	_	O	O	
24-13	dem	PRELS	die	_	O	O	
24-14	sie	PPER	sie	_	O	O	
24-15	noch	ADV	noch	_	O	O	
24-16	8	CARD	8	_	O	O	
24-17	Tage	NN	Tag	_	O	O	
24-18	verweilt	VVPP	verweilen	_	O	O	
24-19	.	$.	.	_	O	O	

#id=25
#text=Viel Rerzlichens für Sie und Ihre liebe Frau, ferner für die ganze Schaar römischer Freunde.
25-1	Viel	PIAT	viele	_	O	O	
25-2	Rerzlichens	NN	<unknown>	_	O	O	
25-3	für	APPR	für	_	O	O	
25-4	Sie	PPER	Sie	_	O	O	
25-5	und	KON	und	_	O	O	
25-6	Ihre	PPOSAT	ihr	_	O	O	
25-7	liebe	ADJA	lieb	_	O	O	
25-8	Frau	NN	Frau	_	O	O	
25-9	,	$,	,	_	O	O	
25-10	ferner	ADJD	fern	_	O	O	
25-11	für	APPR	für	_	O	O	
25-12	die	ART	die	_	O	O	
25-13	ganze	ADJA	ganz	_	O	O	
25-14	Schaar	NN	<unknown>	_	O	O	
25-15	römischer	ADJA	römisch	_	O	O	
25-16	Freunde	NN	Freund	_	O	O	
25-17	.	$.	.	_	O	O	

#id=26
#text=NB.
26-1	NB	NE	NB	_	O	O	
26-2	.	$.	.	_	O	O	

#id=27
#text=il Sig.
27-1	il	NE	il	_	O	O	
27-2	Sig	VVFIN	<unknown>	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
27-3	.	$.	.	_	I-webanno.custom.LetterEntity_	I-PERmentioned	

#id=28
#text=Avvocato Belli will einmal doppelt von mir gegrüßt
28-1	Avvocato	ADV	<unknown>	_	O	O	
28-2	Belli	NE	<unknown>	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
28-3	will	VMFIN	wollen	_	O	O	
28-4	einmal	ADV	einmal	_	O	O	
28-5	doppelt	ADJD	doppelt	_	O	O	
28-6	von	APPR	von	_	O	O	
28-7	mir	PPER	ich	_	O	O	
28-8	gegrüßt	VVPP	grüßen	_	O	O	

