# de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value  # webanno.custom.Tex | LayoutElement # webanno.custom.LetterEntity | entity_id | value
#id=1
#text=Gerhard an Henzen 26/V/1847 2 für Abnutzung des Permess~so spanne~ie an wen Sie wollen _I die Kostendeckung garantire ich, zumal wenn ~.Brunn es wünschen sollte.
1-1	Gerhard	NE	Gerhard	_	B-webanno.custom.LetterEntity_	B-PERauthor	
8-15	Dank	APPR	dank	_	O	O	
8-16	schuldig	ADJD	schuldig	_	O	O	
8-17	für	APPR	für	_	O	O	
8-18	seine	PPOSAT	sein	_	O	O	
8-19	in	APPR	in	_	O	O	
8-20	Holland	NE	Holland	_	B-webanno.custom.LetterEntity_	B-PLACEmentioned	
8-21	pronuncirtes	NN	<unknown>	_	O	O	
8-22	ichthyologisches	ADJA	<unknown>	_	O	O	
8-23	Gedicht	NN	Gedicht	_	O	O	
8-24	.	$.	.	_	O	O	

#id=9
#text=Da er sich doch zum Correspondenten für Reggio qualificiren und demnach vom Institut an ihn zu schreiben sein wird, so bitte ich ihm diese meine Proposition mitzutheilen und seine Erklärung einzuholen ob er für das Institut mitwirken und e- ~rwtM-~~ ventuell das Diplom empfangen will.
9-1	Da	KOUS	da	_	O	O	
9-2	er	PPER	er	_	O	O	
9-3	sich	PRF	sich	_	O	O	
9-4	doch	ADV	doch	_	O	O	
9-5	zum	APPRART	zu	_	O	O	
9-6	Correspondenten	NN	<unknown>	_	O	O	
9-7	für	APPR	für	_	O	O	
9-8	Reggio	NN	<unknown>	_	B-webanno.custom.LetterEntity_	B-PLACEmentioned	
9-9	qualificiren	ADJA	<unknown>	_	O	O	
9-10	und	KON	und	_	O	O	
9-11	demnach	PAV	demnach	_	O	O	
9-12	vom	APPRART	von	_	O	O	
9-13	Institut	NN	Institut	_	B-webanno.custom.LetterEntity_	B-ORGmentioned	
9-14	an	APPR	an	_	O	O	
9-15	ihn	PPER	er	_	O	O	
9-16	zu	PTKZU	zu	_	O	O	
9-17	schreiben	VVINF	schreiben	_	O	O	
9-18	sein	VAINF	sein	_	O	O	
9-19	wird	VAFIN	werden	_	O	O	
9-20	,	$,	,	_	O	O	
9-21	so	ADV	so	_	O	O	
9-22	bitte	VVFIN	bitten	_	O	O	
9-23	ich	PPER	ich	_	O	O	
9-24	ihm	PPER	er	_	O	O	
9-25	diese	PDS	diese	_	O	O	
9-26	meine	PPOSAT	mein	_	O	O	
9-27	Proposition	NN	Proposition	_	O	O	
9-28	mitzutheilen	VVIZU	<unknown>	_	O	O	
9-29	und	KON	und	_	O	O	
9-30	seine	PPOSAT	sein	_	O	O	
9-31	Erklärung	NN	Erklärung	_	O	O	
9-32	einzuholen	VVIZU	einholen	_	O	O	
9-33	ob	KOUS	ob	_	O	O	
9-34	er	PPER	er	_	O	O	
9-35	für	APPR	für	_	O	O	
9-36	das	ART	die	_	O	O	
9-37	Institut	NN	Institut	_	B-webanno.custom.LetterEntity_	B-ORGmentioned	
9-38	mitwirken	VVINF	mitwirken	_	O	O	
9-39	und	KON	und	_	O	O	
9-40	e-	TRUNC	e-	_	O	O	
9-41	~rwtM-~~	ADJA	<unknown>	_	O	O	
9-42	ventuell	NN	<unknown>	_	O	O	
9-43	das	ART	die	_	O	O	
9-44	Diplom	NN	Diplom	_	O	O	
9-45	empfangen	VVINF	empfangen	_	O	O	
9-46	will	VMFIN	wollen	_	O	O	
9-47	.	$.	.	_	O	O	

#id=10
#text=Eine Ex.
10-1	Eine	ART	eine	_	O	O	
10-2	Ex	NN	Ex	_	O	O	
10-3	.	$.	.	_	O	O	

#id=11
#text=Seheakuag der uelena oder dergleichen kann ihm zugle~ch von mir gesandt werden; dann können Sie ja auch wol den Dank für seine lateinische Muse meinerseits vertreten, der dem Institut eben~ unnützes Porto kosten würde.
11-1	Seheakuag	NN	<unknown>	_	O	O	
11-2	der	ART	die	_	O	O	
11-3	uelena	NE	<unknown>	_	O	O	
11-4	oder	KON	oder	_	O	O	
11-5	dergleichen	PIS	dergleichen	_	O	O	
11-6	kann	VMFIN	können	_	O	O	
11-7	ihm	PPER	er	_	O	O	
11-8	zugle~ch	ADJD	<unknown>	_	O	O	
11-9	von	APPR	von	_	O	O	
11-10	mir	PPER	ich	_	O	O	
11-11	gesandt	VVPP	senden	_	O	O	
11-12	werden	VAINF	werden	_	O	O	
11-13	;	$.	;	_	O	O	
11-14	dann	ADV	dann	_	O	O	
11-15	können	VMFIN	können	_	O	O	
11-16	Sie	PPER	Sie	_	O	O	
11-17	ja	ADV	ja	_	O	O	
11-18	auch	ADV	auch	_	O	O	
11-19	wol	ADJD	<unknown>	_	O	O	
11-20	den	ART	die	_	O	O	
11-21	Dank	NN	Dank	_	O	O	
11-22	für	APPR	für	_	O	O	
11-23	seine	PPOSAT	sein	_	O	O	
11-24	lateinische	ADJA	lateinisch	_	O	O	
11-25	Muse	NN	Mus|Muse	_	O	O	
11-26	meinerseits	ADV	meinerseits	_	O	O	
11-27	vertreten	VVPP	vertreten	_	O	O	
11-28	,	$,	,	_	O	O	
11-29	der	PRELS	die	_	O	O	
11-30	dem	ART	die	_	O	O	
11-31	Institut	NN	Institut	_	B-webanno.custom.LetterEntity_	B-ORGmentioned	
11-32	eben~	ADJA	<unknown>	_	O	O	
11-33	unnützes	ADJA	unnütz	_	O	O	
11-34	Porto	NN	Porto	_	O	O	
11-35	kosten	VVINF	kosten	_	O	O	
11-36	würde	VAFIN	werden	_	O	O	
11-37	.	$.	.	_	O	O	

#id=12
#text=Porto betreffend, so lobe ich Ihre letzte Einlage bei Braun, dessen großer Brief mit anhangendem Kupferdruck dennoch nur 1 1/2 Satz der Brief taxe betrug.
12-1	Porto	NN	Porto	_	O	O	
12-2	betreffend	ADJD	betreffend	_	O	O	
12-3	,	$,	,	_	O	O	
12-4	so	ADV	so	_	O	O	
12-5	lobe	VVFIN	loben	_	O	O	
12-6	ich	PPER	ich	_	O	O	
12-7	Ihre	PPOSAT	ihr	_	O	O	
12-8	letzte	ADJA	letzt	_	O	O	
12-9	Einlage	NN	Einlage	_	O	O	
12-10	bei	APPR	bei	_	O	O	
12-11	Braun	NE	Braun	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
12-12	,	$,	,	_	O	O	
12-13	dessen	PRELAT	die	_	O	O	
12-14	großer	ADJA	groß	_	O	O	
12-15	Brief	NN	Brief	_	O	O	
12-16	mit	APPR	mit	_	O	O	
12-17	anhangendem	ADJA	<unknown>	_	O	O	
12-18	Kupferdruck	NN	<unknown>	_	O	O	
12-19	dennoch	ADV	dennoch	_	O	O	
12-20	nur	ADV	nur	_	O	O	
12-21	1	CARD	1	_	O	O	
12-22	1/2	CARD	1/2	_	O	O	
12-23	Satz	NN	Satz	_	O	O	
12-24	der	ART	die	_	O	O	
12-25	Brief	NN	Brief	_	O	O	
12-26	taxe	NN	Taxe	_	O	O	
12-27	betrug	VVFIN	betragen	_	O	O	
12-28	.	$.	.	_	O	O	

#id=13
#text=Nibby über den 2~EcUS des Maxentius wird Canina ohne Zweifel kennen.
13-1	Nibby	NN	<unknown>	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
13-2	über	APPR	über	_	O	O	
13-3	den	ART	die	_	O	O	
13-4	2~EcUS	NE	<unknown>	_	O	O	
13-5	des	ART	die	_	O	O	
13-6	Maxentius	NE	<unknown>	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
13-7	wird	VAFIN	werden	_	O	O	
13-8	Canina	NE	<unknown>	_	B-webanno.custom.LetterEntity_	B-PERmentioned	
13-9	ohne	APPR	ohne	_	O	O	
13-10	Zweifel	NN	Zweifel	_	O	O	
13-11	kennen	VVINF	kennen	_	O	O	
13-12	.	$.	.	_	O	O	

#id=14
#text=Mit den Ziffern des Depots habe ich Sie ungern be-
14-1	Mit	APPR	mit	_	O	O	
14-2	den	ART	die	_	O	O	
14-3	Ziffern	NN	Ziffer	_	O	O	
14-4	des	ART	die	_	O	O	
14-5	Depots	NN	Depot	_	O	O	
14-6	habe	VAFIN	haben	_	O	O	
14-7	ich	PPER	ich	_	O	O	
14-8	Sie	PPER	Sie	_	O	O	
14-9	ungern	ADV	ungern	_	O	O	
14-10	be-	TRUNC	be-	_	O	O	

